model_id,model_type_id,name,description,private,resistance_type
3021,40292,sfmD of Escherichia coli str. K-12 substrain MG1655,sfmD of Escherichia coli str. K-12 substrain MG1655,1,0
3022,40292,sfmD of Escherichia coli UMN026,sfmD of Escherichia coli UMN026,1,0
3023,40292,ycbS,ycbS is a membrane protein found in Escherichia coli IAI39.,1,0
3025,40292,BcfC,BcfC is an outer membrane usher protein found in Salmonella enterica subspecies enterica serovar Typhimurium strain LT2.,1,0
3026,40292,Ace (toxin),Accessory cholera enterotoxin (Ace) secreted by Vibrio cholerae strains. Ace activates chloride channels stimulating chloride/bicarbonate transport that augments fluid secretion resulting in diarrhea.,1,0
3028,40292,SabA,SabA is an outer membrane adhesin of H. pylori.,1,0
3029,40292,HopQ,HopQ is an adhesin of H. pylori. Only a partial sequence is available.,1,0
3030,40292,RtxA (Vibrio cholerae),rtxA gene codes for a multifunctional-autoprocessing repeats-in-toxin (MARTX) toxin in various species of Vibrio. This MARTX toxin manifests itself into a delivery system for effectors which exert their individual toxic effects on host cells depending on the type. As such the toxicity of rtxA is to enable other toxic effectors,1,0
3031,40292,HopZ,HopZ is an outer membrane adhesin of H. pylori.,1,0
3097,40292,sagH,sagH gene is a part of the nine-part system of genes that make up streptolysin S toxin of Streptococcus pyogenes,1,0
3098,40292,sagI,sagI gene is a part of the nine-part system of genes that make up streptolysin S toxin of Streptococcus pyogenes,1,0
3032,40292,TDH,Thermostable direct hemolysin (TDH) is found in Vibrio parahaemolyticus. The hemolytic activity of TDH has been well characterized and discussed. TDH forms pores of approximately 2 nm on erythrocyte membranes and causes colloidal osmotic lysis and is therefore considered to function as a pore-forming toxin. The pore formed as a result of this toxin allows for both ions and water to pass through. The altered ion flow is what is responsible for diarrhea in patients affected by this toxin.,1,0
3033,40292,OpcA,OpcA mediates adhesion by binding to epithelial and endothelial cells through to vitronectin and proteoglycan receptor binding.,1,0
3034,40292,GspB,GspB mediates binding of this organism to human platelets via its interaction with sialyl-T antigen on the receptor GPIbα. This interaction appears to be a major virulence determinant in the pathogenesis of infective endocarditis.,1,0
3035,40292,SraP,SraP from Staphylococcus aureus is a serine rich adhesin.,1,0
3036,40292,TRH,"TDH-related hemolysin (TRH) is a hemolytic toxin related to thermostable direct hemolysin (TDH). However, it is heat-labile in heat treatment at 60°C for 10 min. The effects of TRH to the Cl− secretion are similar to those of TDH, and in cultured human colonic epithelial cells, TRH increases Cl− secretion, followed by elevation of intracellular calcium.",1,0
3037,40292,Fap1,Fap1 is a serine-rich repeat glycoprotein adhesin.,1,0
3038,40292,Hsa,Hsa is a gene in Streptococcus gordonii strain Challis substrain CH1 is a hemagglutinin in the SSR family.,1,0
3039,40292,SrpA,SrpA is an SSR adhesin.,1,0
3040,40292,PsrP,PsrP is a SSR adhesin found in Streptococcus pneumoniae.,1,0
3041,40292,LJ1711,LJ1711 is found in Lactobacillus johnsonii.,1,0
3042,40292,srpA from Streptococcus cristatus,srpA from Streptococcus cristatus,1,0
3043,40292,Srr-1,Streptococcus agalactiae serine rich repeat protein.,1,0
3044,40292,Srr-2,Streptococcus agalactiae serine-rich repeat protein 2.,1,0
3045,40292,SAOUHSC_02990,Staphylococcus aureus subspecies aureus NCTC 8325 SSR adhesin.,1,0
3046,40292,SE2249,Streptococcal hemagglutinin protein found in Staphylococcus epidermidis ATCC 12228.,1,0
3049,40292,PapA,The major pilin protein of E. coli.,1,0
3050,40292,PapK,PapK is a component of the P pili of E. coli. It acts as a fimbrial adapter.,1,0
3051,40292,PapG,PapG is a fimbrial protein of the E.coli P pili.,1,0
3052,40292,PapF,PapF is part of the P pili of E.coli. It acts as the fimbrial adapter.,1,0
3053,40292,PapE,PapE is a fimbrial tip protein found in P pili of E.coli.,1,0
3054,40292,PapC,PapC is the outer membrane usher protein of P-pili in E.coli.,1,0
3056,40292,FimF,FimF is a minor component of type 1 fimbriae.,1,0
3057,40292,FimD,FimD is the chaperone usher protein of E.coli Type I pili.,1,0
3058,40292,FimC,FimC is the periplasmic usher protein of E.coli type I pili.,1,0
3059,40292,FimI,FimI is a fimbrial protein involved in the biosynthesis of the Type I pili.,1,0
3060,40292,FimA,FimA is a major type 1 subunit protein found in type I pili of E.coli.,1,0
3061,40292,PilQ of Pseudomonas aeruginosa,PilQ is part of the outer membrane secretin sub-complex.,1,0
3062,40292,PilF of Pseudomonas aeruginosa,PilF is part of the outer membrane secretin sub complex.,1,0
3063,40292,PilC of Pseudomonas aeruginosa,PilC is part of the outer membrane (OM) secretin sub‐complex.,1,0
3064,40292,PilB of Pseudomonas aeruginosa,PilB is part of the inner membrane (IM) motor sub‐complex.,1,0
3065,40292,PilT,PilT is a twitching motility protein that is a part of the inner membrane (IM) motor sub‐complex.,1,0
3066,40292,PilU,PilU is a twiching motility protein that is part of the inner membrane (IM) motor sub‐complex.,1,0
3067,40292,PilM,PilM,1,0
3068,40292,PilN,PilN is involved in the fimbrial biogenesis protein and part of the IM alignment sub‐complex.,1,0
3070,40292,PilP,PilP,1,0
3055,40292,275,FimG is a minor component of type 1 fimbriae.,1,0
3047,40292,LJ0391,LJ0391 is a SSR found in Lactobacillus johnsonii NCC 533.,1,0
3048,40292,LPXTG,LPXTG is an SSR adhesin.,1,0
3072,40298,Ornithine rhamnolipid,"Red polyenic pigment produced by the cyl operon involving genes cylX, cylD, cylG, acpC, cylZ, cylA, cylB, cylE, cylF, cylI, cylJ, and cylK. The expression of these genes creates a biosynthetic pathway for the production of this pigment, as well as β-haemolysin/cytolysin with which it is associated . It possess haemolytic activity associated with Streptococcus agalactiae. Functioning very similarly to the β-haemolysin/cytolysin that pathogenic strains of this species also produces.",1,0
3073,40292,Cfb,"CAMP factor (cfb) is a pore-forming toxin that oligomerizes to generate discrete pores in target cells, using the carbohydrate core of GPI-anchored proteins as a membrane receptor. However, evidence shows that while it does have pore-forming function, it is not essential for pathogenesis.",1,0
3075,40293,Pneumolysin,pneumolysin C428A,1,0
3077,40292,SfaC,SfaC is part of the S pili assembly.,1,0
3082,40292,SfaF,SfaF is a component of the S pili.,1,0
3083,40292,SfaG,SfaG is a part of S pili.,1,0
3084,40292,SfaS,SfaS is a part of S pili in E.coli.,1,0
3085,40292,SfaH,SfaH is a part of the S pili in E.coli.,1,0
3089,40292,Streptolysin S,Streptolysin S (SLS) toxin is a membrane-active beta hemolysin that is secreted by most strains of Streptococcus pyogenes. It is encoded by a nine gene operon and contributes to pathogenesis by lysing a broad-spectrum of host cells,1,0
3090,40292,sagA,sagA gene is a part of the nine-part system of genes that make up streptolysin S toxin of Streptococcus pyogenes,1,0
3091,40292,sagB,sagB gene is a part of the nine-part system of genes that make up streptolysin S toxin of Streptococcus pyogenes,1,0
3092,40292,sagC,sagC gene is a part of the nine-part system of genes that make up streptolysin S toxin of Streptococcus pyogenes,1,0
3093,40292,sagD,sagD gene is a part of the nine-part system of genes that make up streptolysin S toxin of Streptococcus pyogenes,1,0
3094,40292,sagE,sagE gene is a part of the nine-part system of genes that make up streptolysin S toxin of Streptococcus pyogenes,1,0
3095,40292,sagF,sagF gene is a part of the nine-part system of genes that make up streptolysin S toxin of Streptococcus pyogenes,1,0
3096,40292,sagG,sagG gene is a part of the nine-part system of genes that make up streptolysin S toxin of Streptococcus pyogenes,1,0
3162,40292,angB/G,ischorismate lyase involved in anguibactin biosynthesis,1,0
3099,40292,Streptolysin O,"Streptolysin O (SLO) is a pore-forming toxin with cholesterol-dependent cytolytic and hemolytic properties. Its primary function is to form large pore in host cell membranes as a method of immune evasion by inducing caspase-dependent apoptosis in macrophage, neutrophil and epithelial cells",1,0
3100,40292,orbE,Transport protein for ornibactin siderophore,1,0
3103,40292,SPE-K,SpeK is an exotoxin type K precursor found in Streptococcus pyogenes. Superantigen toxin utilized by streptococcus pyogenes as a part of its streptococcal pyrogenic exotoxin group that it produces as a part of its pathogenesis,1,0
3104,40292,fiuA,ferrichrome receptor,1,0
3105,40292,SPE-L,SpeL is an exotoxin type L precursor found in Streptococcus pyogenes. Superantigen toxin utilized by streptococcus pyogenes as a part of its streptococcal pyrogenic exotoxin group that it produces as a part of its pathogenesis,1,0
3106,40292,SPE-M,speM is an exotoxin type M precursor found in Streptococcus pyogenes. Superantigen toxin utilized by streptococcus pyogenes as a part of its streptococcal pyrogenic exotoxin group that it produces as a part of its pathogenesis,1,0
3107,40292,Streptococcal superantigen,Streptococcal superantigen (SSA) is found in Streptococcus pyogenes. Superantigen toxin utilized by streptococcus pyogenes as a part of its streptococcal pyrogenic exotoxin group that it produces as a part of its pathogenesis,1,0
3108,40292,Mitogenic exotoxin Z,Mitogenic exotoxin Z (SmeZ) is found in Streptococcus pyogenes. Superantigen toxin utilized by streptococcus pyogenes as a part of its streptococcal pyrogenic exotoxin group that it produces as a part of its pathogenesis,1,0
3109,40292,orbL,putative ornibactin biosynthesis protein,1,0
3110,40292,orbS,Extracytoplasmic function (ECF) sigma factor that targets RNA polymerase to promoters that are required for ornibactin gene expression. The gene is under the control of an iron-regulated σ-70-dependent promoter (targeted for repression by global regulator Fur.,1,0
3111,40292,orbH,MbtH-like protein present in the orb gene cluster.,1,0
3112,40292,LukE,LukE is one of the S-class component of LukED. LukE may combine with the F component LukD produced by Staphylococcus aureus to form an active toxin molecule.,1,0
3113,40292,orbG,putative dioxygenase,1,0
3114,40292,orbC,putative iron transport-related ATP-binding protein,1,0
3115,40292,LukD,LukD is one of the F-class component of LukED. LukD may combine with the S component LukE produced by Staphylococcus aureus to form an active toxin molecule.,1,0
3116,40292,LukA,"LukA (also known as LukG) is one of the F-class component of LukAB (also known as LukGH). LukA may combine with the S component LukB produced by Staphylococcus aureus to form an active toxin molecule. LukAB is unique as bi-component leukocidin because its units assemble before it is secreted, where as such systems generally assemble when they attach to the cell.",1,0
3174,40292,Pseudomonas fimbril,Pseudomonas fimbrils consist of Fap amyloids.,1,0
3079,40292,SfaA,sfaA is part of S pilus in E.coli.,1,0
3080,40292,SfaD,SfaD is part of s pili in E.coli.,1,0
3081,40292,SfaE,SfaE is part of E.coli s pili.,1,0
3117,40292,LukB,"LukB (also known as LukH) is one of the S-class component of LukAB (also known as LukGH). LukB may combine with the F component LukA produced by Staphylococcus aureus to form an active toxin molecule. LukAB is unique as bi-component leukocidin because its units assemble before it is secreted, where as such systems generally assemble when they attach to the cell.",1,0
3118,40292,orbD,putative iron transport-related membrane protein,1,0
3119,40292,orbF,putative iron transport-related membrane protein,1,0
3120,40292,orbB,periplasmic binding protein component of ferric-ornibactin uptake system. putative iron transport-related exported protein,1,0
3121,40292,orbI,Promoter involved in the biosynthesis of ornibactin tetrapeptide siderophore.,1,0
3122,40292,orbJ,ornibactin biosynthesis non-ribosomal peptide synthase,1,0
3123,40292,orbK,ornibactin biosynthesis protein,1,0
3124,40292,pvdA-orb,Responsible for catalyzing the conversion of L-ornithine to N5-hydroxyornithine (the first step in the biosynthesis process and is necessary in all hydroxamate-containing siderophores),1,0
3125,40292,orbA,"A ferric-ornibactin receptor. Works in combination with pvdA, orbA, orb F",1,0
3126,40292,orbF - transport protein,putative iron transport-related membrane protein,1,0
3127,42203,Ornithine rhamnolipid,"Red polyenic pigment produced by the cyl operon involving genes cylX, cylD, cylG, acpC, cylZ, cylA, cylB, cylE, cylF, cylI, cylJ, and cylK. The expression of these genes creates a biosynthetic pathway for the production of this pigment, as well as β-haemolysin/cytolysin with which it is associated . It possess haemolytic activity associated with Streptococcus agalactiae. Functioning very similarly to the β-haemolysin/cytolysin that pathogenic strains of this species also produces.",1,0
3146,40292,iucD (plasmid),catecholate siderophore esterase IroD,1,0
3148,40292,Lysine 6-monooxygenase [Multispecies: Enterobacteriaceae],Enzyme that catalyses the hydroxylation of lysine at the N6 position in siderophores,1,0
3149,40292,L-ornithine 5-monooxygenase,Catalyses hydroxylation of L-ornithine at the N5 position to facilitate siderophore biosynthesis,1,0
3150,40292,pvdA - ornithine monooxygenase [Multispecies: Pseudomonas],Responsible for catalyzing the conversion of L-ornithine to N5-hydroxyornithine (the first step in the biosynthesis process and is necessary in all hydroxamate-containing siderophores),1,0
3151,40292,fatD,ferric anguibactin transport protein,1,0
3152,40292,angM,Essential in the biosynthesis of anguibactin,1,0
3153,40292,fatB,Siderophore binding protein FatB. Functioning as an ABC-type receptor in the initial process of ferric-siderophore uptake.,1,0
3154,40292,fatC,Cytoplasmic membrane protein essential for the transport of ferric-anguibactin.,1,0
3155,40292,fatA,"Outer membrane receptor in V. anguillarum transporting ferric-anguibactin into the periplasmic space of the bacteria. Once bound, the protein uses energy from the ExbB2-ExbD2-TonB2-TtpC complex via proton motive force and changes its conformation to enable the transport of ferric-siderophore into the periplasmic space.",1,0
3156,40292,angR,Involved in anguibactin biosynthesis and regulation,1,0
3157,40292,angT,Involved in anguibactin biosynthesis,1,0
3158,40292,angU,involved in anguibactin biosythesis,1,0
3159,40292,angN,Involved in anguibactin biosynthesis,1,0
3160,40292,angH,involved in anguibactin biosynthesis,1,0
3161,40292,ang-NRPS,putative non-ribosomal peptide synthetase involved in anguibactin biosynthesis,1,0
3261,40292,dfr-lie,A dihydrofolate reductase and trimethoprim resistance gene,1,0
3282,40292,tet(47),A tetracycline-resistant ribosomal protection protein,1,0
3279,40292,tet(61),A tetracycline-resistance ribosomal protection protein,1,0
